,date,count,amount,cumsum_amount
798,2023-02-07,366,10768.0,15804567.0
799,2023-02-08,571,17200.0,15821767.0
800,2023-02-09,499,15408.0,15837175.0
801,2023-02-10,1185,36736.0,15873911.0
802,2023-02-11,536,15904.0,15889815.0
803,2023-02-12,918,23824.0,15913639.0
804,2023-02-13,396,10208.0,15923847.0
805,2023-02-14,1052,30656.0,15954503.0
806,2023-02-15,431,13008.0,15967511.0
807,2023-02-16,701,21760.0,15989271.0
808,2023-02-17,908,28768.0,16018039.0
809,2023-02-18,500,13248.0,16031287.0
810,2023-02-19,457,12960.0,16044247.0
811,2023-02-20,705,20608.0,16064855.0
812,2023-02-21,1331,41136.0,16105991.0
813,2023-02-22,1105,34864.0,16140855.0
814,2023-02-23,940,28960.0,16169815.0
815,2023-02-24,739,23168.0,16192983.0
816,2023-02-25,551,15104.0,16208087.0
817,2023-02-26,8112,257600.0,16465687.0
818,2023-02-27,1247,39184.0,16504871.0
819,2023-02-28,5786,184576.0,16689447.0
820,2023-03-01,1746,54096.0,16743543.0
821,2023-03-02,643,19568.0,16763111.0
822,2023-03-03,1076,32512.0,16795623.0
823,2023-03-04,285,8272.0,16803895.0
824,2023-03-05,332,10112.0,16814007.0
825,2023-03-06,49,1424.0,16815431.0
